title,canonical_url,original_url,publication,sections,published_date,author,summary,score,score_breakdown,topic_cluster,reading_mode,selected_true_false,exclusion_reason_if_any
Tim Cook’s Legacy + The Future of U.B.I. With Andrew Yang + HatGPT,https://www.nytimes.com/2026/04/24/podcasts/hardfork-tim-cook-yang-ubi.html,https://www.nytimes.com/2026/04/24/podcasts/hardfork-tim-cook-yang-ubi.html,NYT,Technology,2026-04-29,"Kevin Roose, Casey Newton, Rachel Cohn, Whitney Jones, Vjeran Pavic, Alyssa Moxley, Dan Powell, Elisheba Ittoop, Marion Lozano and Rowan Niemisto","The highlights, the lowlights, and how Apple changed in the years since Tim Cook took over as chief executive.",66.4,"{""cross_section"": 0, ""keyword"": 29.4, ""opinion"": 0, ""recency"": 14, ""section"": 23, ""source_differentiation"": 0}",Technology / AI,Read deeply,False,Technology / AI cap
Ford Reports Higher Profit Thanks Partly to Tariff Refund,https://www.nytimes.com/2026/04/29/business/ford-motor-tariff-refund-profit.html,https://www.nytimes.com/2026/04/29/business/ford-motor-tariff-refund-profit.html,NYT,Business; Politics; Technology,2026-04-29,Neal E. Boudette,Ford Motor said it expected the federal government to refund $1.3 billion the company paid in tariffs that the Supreme Court later struck down.,65.15,"{""cross_section"": 6, ""keyword"": 16.15, ""opinion"": 0, ""recency"": 14, ""section"": 23, ""source_differentiation"": 6}",Politics / U.S.,Read deeply,True,
Stocks Sink in Broad AI Rout Sparked by China's DeepSeek,https://www.wsj.com/articles/nikkei-may-rise-as-weak-yen-raises-earnings-hopes-776a8056,https://www.wsj.com/articles/nikkei-may-rise-as-weak-yen-raises-earnings-hopes-776a8056?mod=rss_markets_main,WSJ,Markets,2025-01-27,,"U.S. stocks were mostly lower, with the Nasdaq leading declines as makers of AI infrastructure suffered steep falls, many in the double digits. Nvidia was down 16%.",65,"{""cross_section"": 0, ""keyword"": 45, ""opinion"": 0, ""recency"": -12, ""section"": 24, ""source_differentiation"": 8}",Business / Economy / Markets,Read deeply,False,Business / Economy / Markets cap
Now Wanted in Silicon Valley: Ho-Hum Businesses With Thin Profit Margins,https://www.wsj.com/articles/now-wanted-in-silicon-valley-ho-hum-businesses-with-thin-profit-margins-ab07de5f,https://www.wsj.com/articles/now-wanted-in-silicon-valley-ho-hum-businesses-with-thin-profit-margins-ab07de5f?mod=rss_markets_main,WSJ,Markets,2025-01-26,,"Venture-capital firms are bringing AI and dealmaking to accounting, property management and other unglamorous fields.",65,"{""cross_section"": 0, ""keyword"": 45, ""opinion"": 0, ""recency"": -12, ""section"": 24, ""source_differentiation"": 8}",Business / Economy / Markets,Read deeply,False,Business / Economy / Markets cap
"Book Review: ‘Prophecy,’ by Carissa Véliz",https://www.nytimes.com/2026/04/29/books/review/prophecy-carissa-veliz.html,https://www.nytimes.com/2026/04/29/books/review/prophecy-carissa-veliz.html,NYT,Artificial Intelligence,2026-04-29,Jennifer Szalai,"In “Prophecy,” Carissa Véliz explores how generative A.I. relies on prediction, enriching Big Tech while making the rest of us less safe.",64.8,"{""cross_section"": 0, ""keyword"": 22.799999999999997, ""opinion"": 0, ""recency"": 14, ""section"": 28, ""source_differentiation"": 0}",Opinion / Analysis,Read deeply,True,
"From Indiana to Idaho, a Backlash Against A.I. Gathers Momentum",https://www.nytimes.com/2026/04/27/technology/ai-artificial-intelligence-backlash.html,https://www.nytimes.com/2026/04/27/technology/ai-artificial-intelligence-backlash.html,NYT,Technology,2026-04-27,Tripp Mickle,"The widening movement is pulling in people from all walks of life, united by a worry that Big Tech will cash in while average Americans bear the costs.",62.9,"{""cross_section"": 0, ""keyword"": 35.9, ""opinion"": 0, ""recency"": -2, ""section"": 23, ""source_differentiation"": 6}",Technology / AI,Read deeply,False,Technology / AI cap
How Elon Musk Used SpaceX to Benefit Himself and His Businesses,https://www.nytimes.com/2026/04/24/technology/elon-musk-spacex-loans.html,https://www.nytimes.com/2026/04/24/technology/elon-musk-spacex-loans.html,NYT,Technology,2026-04-24,Susanne Craig and Kirsten Grind,"The rocket maker has been a useful financial tool for Mr. Musk, providing the billionaire with loans and aiding his struggling companies, a Times examination found.",62,"{""cross_section"": 0, ""keyword"": 45, ""opinion"": 0, ""recency"": -12, ""section"": 23, ""source_differentiation"": 6}",Technology / AI,Read deeply,False,Technology / AI cap
Musk’s SpaceX Goals Shift Ahead of Its I.P.O.,https://www.nytimes.com/2026/04/22/technology/elon-musk-spacex-ipo-goals.html,https://www.nytimes.com/2026/04/22/technology/elon-musk-spacex-ipo-goals.html,NYT,Artificial Intelligence; DealBook,2026-04-22,Ryan Mac,"As SpaceX prepares to go public, Mr. Musk has proposed moonshots that differ from the company’s original aim of reaching Mars.",61.75,"{""cross_section"": 3, ""keyword"": 42.75, ""opinion"": 0, ""recency"": -12, ""section"": 28, ""source_differentiation"": 0}",Business / Economy / Markets,Read deeply,False,Business / Economy / Markets cap
Starbucks Reports Strong Store Traffic and Rise in Quarterly Sales,https://www.nytimes.com/2026/04/28/business/starbucks-quarterly-earnings.html,https://www.nytimes.com/2026/04/28/business/starbucks-quarterly-earnings.html,NYT,Business,2026-04-28,Julie Creswell,"The chain’s chief executive credited its turnaround plan for improved U.S. same-store sales, but said higher gas and utility costs were a concern.",61.4,"{""cross_section"": 0, ""keyword"": 36.4, ""opinion"": 0, ""recency"": 3, ""section"": 22, ""source_differentiation"": 0}",Business / Economy / Markets,Read deeply,False,Business / Economy / Markets cap
Trump Administration Announces Moves to Sharply Curtail Gun Regulations,https://www.nytimes.com/2026/04/29/us/politics/trump-gun-control.html,https://www.nytimes.com/2026/04/29/us/politics/trump-gun-control.html,NYT,Politics; U.S.,2026-04-29,Devlin Barrett,The changes are in keeping with the administration’s pledge to cut back on gun restrictions.,61.15,"{""cross_section"": 3, ""keyword"": 16.15, ""opinion"": 0, ""recency"": 14, ""section"": 22, ""source_differentiation"": 6}",Politics / U.S.,Read deeply,False,Politics / U.S. cap
Anti-Haiti remarks by Trump figure in the Supreme Court arguments.,https://www.nytimes.com/live/2026/04/29/us/supreme-court-immigration-tps/anti-haiti-remarks-by-trump-could-figure-in-the-supreme-court-arguments,https://www.nytimes.com/live/2026/04/29/us/supreme-court-immigration-tps/anti-haiti-remarks-by-trump-could-figure-in-the-supreme-court-arguments,NYT,Politics; U.S.,2026-04-29,Jazmine Ulloa and Ann E. Marimow,"The Trump administration argues its effort to end humanitarian protections for Haitians was based on foreign policy and national security, not race.",61.15,"{""cross_section"": 3, ""keyword"": 16.15, ""opinion"": 0, ""recency"": 14, ""section"": 22, ""source_differentiation"": 6}",Politics / U.S.,Read deeply,False,Politics / U.S. cap
Judge Asks Justice Department: Will You Oppose Trump?,https://www.nytimes.com/2026/04/29/us/politics/trump-justice-department-lawsuit-tax-returns-disclosure.html,https://www.nytimes.com/2026/04/29/us/politics/trump-justice-department-lawsuit-tax-returns-disclosure.html,NYT,Business; Politics,2026-04-29,Andrew Duehren,A federal judge has ordered the Justice Department to explain whether it intends to contest President Trump’s $10 billion lawsuit against the I.R.S. over the disclosure of his tax returns.,61.15,"{""cross_section"": 3, ""keyword"": 16.15, ""opinion"": 0, ""recency"": 14, ""section"": 22, ""source_differentiation"": 6}",Politics / U.S.,Read deeply,False,Politics / U.S. cap
OpenAI Trial Starts With Two Very Different Tales of a Company’s Early Years,https://www.nytimes.com/2026/04/28/technology/openai-trial-elon-musk-sam-altman.html,https://www.nytimes.com/2026/04/28/technology/openai-trial-elon-musk-sam-altman.html,NYT,Technology,2026-04-29,Cade Metz and Mike Isaac,"In the trial’s first day of testimony, Elon Musk said greed led co-founder Sam Altman to pull the A.I. lab away from its nonprofit roots. OpenAI says that’s nonsense.",61.0,"{""cross_section"": 0, ""keyword"": 24.0, ""opinion"": 0, ""recency"": 14, ""section"": 23, ""source_differentiation"": 0}",Technology / AI,Read deeply,False,Technology / AI cap
Warsh Clears an Early Hurdle on Path to Fed Chair,https://www.nytimes.com/2026/04/29/business/economy/warsh-federal-reserve-chair.html,https://www.nytimes.com/2026/04/29/business/economy/warsh-federal-reserve-chair.html,NYT,Business; Economy,2026-04-29,Tony Romm,"The Senate Banking Committee advanced Kevin Warsh’s nomination as Fed chair on Wednesday, teeing up the full chamber to hold a vote soon.",60.7,"{""cross_section"": 3, ""keyword"": 14.7, ""opinion"": 0, ""recency"": 14, ""section"": 23, ""source_differentiation"": 6}",Business / Economy / Markets,Read deeply,False,Business / Economy / Markets cap
How to Build a Better Kind of Nuclear Power? This Side Hustle Might Help.,https://www.nytimes.com/2026/04/29/climate/zap-energy-fusion-fission.html,https://www.nytimes.com/2026/04/29/climate/zap-energy-fusion-fission.html,NYT,Energy & Environment,2026-04-29,Raymond Zhong,"Zap Energy says its ultimate goal is safe, clean energy from fusion. To help get there, it’s starting to build fission reactors.",59.9,"{""cross_section"": 0, ""keyword"": 20.9, ""opinion"": 0, ""recency"": 14, ""section"": 25, ""source_differentiation"": 0}",Climate / Energy / Infrastructure,Read deeply,True,
"Even without OpenAI, Elon Musk has made A.I. a big part of his business empire.",https://www.nytimes.com/live/2026/04/29/technology/openai-trial-sam-altman-elon-musk/even-without-openai-elon-musk-has-made-ai-a-big-part-of-his-business-empire,https://www.nytimes.com/live/2026/04/29/technology/openai-trial-sam-altman-elon-musk/even-without-openai-elon-musk-has-made-ai-a-big-part-of-his-business-empire,NYT,Technology,2026-04-29,"Erin Griffith, Mike Isaac and Ryan Mac",,59.8,"{""cross_section"": 0, ""keyword"": 22.799999999999997, ""opinion"": 0, ""recency"": 14, ""section"": 23, ""source_differentiation"": 0}",Technology / AI,Read deeply,False,Technology / AI cap
"Officials Distorted Facts to Justify Deporting Haitians, Internal Emails Show",https://www.nytimes.com/2026/04/29/us/politics/haitians-internal-emails-tps.html,https://www.nytimes.com/2026/04/29/us/politics/haitians-internal-emails-tps.html,NYT,Politics,2026-04-29,Mattathias Schwartz,Emails revealed in a California lawsuit and now submitted to the Supreme Court show that an administration researcher privately disputed claims about Haitians.,59.0,"{""cross_section"": 0, ""keyword"": 17.0, ""opinion"": 0, ""recency"": 14, ""section"": 22, ""source_differentiation"": 6}",Politics / U.S.,Read deeply,False,Politics / U.S. cap
Tim Cook’s Legacy + The Future of U.B.I.,https://www.nytimes.com/video/podcasts/100000010867973/tim-cooks-legacy-the-future-of-ubi.html,https://www.nytimes.com/video/podcasts/100000010867973/tim-cooks-legacy-the-future-of-ubi.html,NYT,Artificial Intelligence,2026-04-29,,Full episode #191,58.8,"{""cross_section"": 0, ""keyword"": 16.799999999999997, ""opinion"": 0, ""recency"": 14, ""section"": 28, ""source_differentiation"": 0}",Technology / AI,Read deeply,False,Technology / AI cap
A Journalist Covered a Missile Strike. Then the Death Threats Started.,https://www.nytimes.com/2026/04/29/opinion/prediction-markets-regulation.html,https://www.nytimes.com/2026/04/29/opinion/prediction-markets-regulation.html,NYT,Opinion,2026-04-29,Sean Anthony Guillory and Amy J. Nelson,"Washington should govern prediction markets as if national security were at stake, because it is.",58.6,"{""cross_section"": 0, ""keyword"": 26.599999999999998, ""opinion"": 0, ""recency"": 14, ""section"": 12, ""source_differentiation"": 6}",Opinion / Analysis,Read deeply,True,
Corporate Profits Are at Record Highs. These 4 Factors Could Sink Them.,https://www.nytimes.com/2026/04/18/business/dealbook/corporate-profits-record.html,https://www.nytimes.com/2026/04/18/business/dealbook/corporate-profits-record.html,NYT,DealBook,2026-04-18,Peter Coy,Experts have different theories about what’s driving steep gains. But many agree the window for growth is shrinking.,58,"{""cross_section"": 0, ""keyword"": 45, ""opinion"": 0, ""recency"": -12, ""section"": 19, ""source_differentiation"": 6}",Business / Economy / Markets,Read deeply,False,Business / Economy / Markets cap
What the Royal State Dinner Guest List Says About Trump’s America,https://www.nytimes.com/2026/04/29/us/politics/trump-white-house-state-dinner.html,https://www.nytimes.com/2026/04/29/us/politics/trump-white-house-state-dinner.html,NYT,Politics; U.S.,2026-04-29,Elisabeth Bumiller,"There were at least 10 American billionaires, six Fox News hosts, assorted presidential pals, no Democratic politicians and not so many British.",56.9,"{""cross_section"": 3, ""keyword"": 11.899999999999999, ""opinion"": 0, ""recency"": 14, ""section"": 22, ""source_differentiation"": 6}",Politics / U.S.,Read deeply,False,Politics / U.S. cap
G.O.P. Congress Struggles to Do the Basics Amid Party Infighting,https://www.nytimes.com/2026/04/29/us/politics/congressional-republicans-dysfunction.html,https://www.nytimes.com/2026/04/29/us/politics/congressional-republicans-dysfunction.html,NYT,Politics; U.S.,2026-04-30,Carl Hulse,"House Republicans toiled to pass major measures as lawmakers tried to fund homeland security, extend spy powers and deliver a farm bill.",56.9,"{""cross_section"": 3, ""keyword"": 11.899999999999999, ""opinion"": 0, ""recency"": 14, ""section"": 22, ""source_differentiation"": 6}",Politics / U.S.,Read deeply,False,Politics / U.S. cap
Jury Delivers Mixed Verdict in Case of Afghan Charged in 2021 Kabul Attack,https://www.nytimes.com/2026/04/29/us/politics/mixed-verdict-abbey-gate.html,https://www.nytimes.com/2026/04/29/us/politics/mixed-verdict-abbey-gate.html,NYT,Politics; U.S.,2026-04-29,Charlie Savage,"Jurors found the man guilty of conspiracy to support the terrorist group that took credit for a horrific bombing, but deadlocked on whether he was responsible for the attack itself.",56.9,"{""cross_section"": 3, ""keyword"": 11.899999999999999, ""opinion"": 0, ""recency"": 14, ""section"": 22, ""source_differentiation"": 6}",Politics / U.S.,Read deeply,False,Politics / U.S. cap
Supreme Court Shakes Up U.S. Political Maps With Voting Rights Act Decision,https://www.nytimes.com/2026/04/29/us/politics/redistricting-maps-supreme-court-voting.html,https://www.nytimes.com/2026/04/29/us/politics/redistricting-maps-supreme-court-voting.html,NYT,Politics; U.S.,2026-04-29,Katie Glueck,Both parties are now scrambling to adjust to a new voting rights landscape.,56.9,"{""cross_section"": 3, ""keyword"": 11.899999999999999, ""opinion"": 0, ""recency"": 14, ""section"": 22, ""source_differentiation"": 6}",Politics / U.S.,Read deeply,False,Politics / U.S. cap
Takeaways From Hegseth’s Testimony on Iran War and His Tenure,https://www.nytimes.com/2026/04/29/us/politics/hegseth-congress-hearing-takeaways.html,https://www.nytimes.com/2026/04/29/us/politics/hegseth-congress-hearing-takeaways.html,NYT,Politics; U.S.,2026-04-29,John Ismay and Megan Mineiro,It was Defense Secretary Pete Hegseth’s first public appearance before Congress since Operation Epic Fury began in late February.,56.9,"{""cross_section"": 3, ""keyword"": 11.899999999999999, ""opinion"": 0, ""recency"": 14, ""section"": 22, ""source_differentiation"": 6}",Politics / U.S.,Read deeply,False,Politics / U.S. cap
Supreme Court Sides With Anti-Abortion Clinic in Fight Over Donor Records,https://www.nytimes.com/2026/04/29/us/politics/supreme-court-abortion-subpoena.html,https://www.nytimes.com/2026/04/29/us/politics/supreme-court-abortion-subpoena.html,NYT,Politics; U.S.,2026-04-29,Abbie VanSickle,A crisis pregnancy group had asked the justices to allow it to sue in federal court over a demand for donor information by New Jersey officials.,56.9,"{""cross_section"": 3, ""keyword"": 11.899999999999999, ""opinion"": 0, ""recency"": 14, ""section"": 22, ""source_differentiation"": 6}",Politics / U.S.,Read deeply,False,Politics / U.S. cap
All Six Conservative Supreme Court Justices Attended Trump’s Dinner With King Charles,https://www.nytimes.com/2026/04/29/us/politics/trump-state-dinner-conservative-justices.html,https://www.nytimes.com/2026/04/29/us/politics/trump-state-dinner-conservative-justices.html,NYT,Politics; U.S.,2026-04-29,Adam Liptak,Their appearance seemed at odds with the chief justice’s oft-stated message that the court he leads avoids even the appearance of political splits.,56.9,"{""cross_section"": 3, ""keyword"": 11.899999999999999, ""opinion"": 0, ""recency"": 14, ""section"": 22, ""source_differentiation"": 6}",Politics / U.S.,Read deeply,False,Politics / U.S. cap
James Comey Makes First Court Appearance After Second Indictment Against Him,https://www.nytimes.com/2026/04/29/us/politics/james-comey-court.html,https://www.nytimes.com/2026/04/29/us/politics/james-comey-court.html,NYT,Politics; U.S.,2026-04-29,Aishvarya Kavi,"The indictment against James B. Comey, the former F.B.I. director, focused on a social media post that the Justice Department deemed a threat to the president.",56.9,"{""cross_section"": 3, ""keyword"": 11.899999999999999, ""opinion"": 0, ""recency"": 14, ""section"": 22, ""source_differentiation"": 6}",Politics / U.S.,Read deeply,False,Politics / U.S. cap
Key Moments in the Life of the Voting Rights Act,https://www.nytimes.com/2026/04/29/us/voting-rights-act-history.html,https://www.nytimes.com/2026/04/29/us/voting-rights-act-history.html,NYT,Politics; U.S.,2026-04-29,"Audra D. S. Burch, Emily Cochrane and Jamie Leventhal",Here’s a look at some key events that led to and followed the Voting Rights Act of 1965.,56.9,"{""cross_section"": 3, ""keyword"": 11.899999999999999, ""opinion"": 0, ""recency"": 14, ""section"": 22, ""source_differentiation"": 6}",Politics / U.S.,Read deeply,False,Politics / U.S. cap
"Springfield, Ohio’s Haitian Workers Face Uncertain Future",https://www.nytimes.com/2026/04/29/us/politics/springfield-haitian-workers-deportation.html,https://www.nytimes.com/2026/04/29/us/politics/springfield-haitian-workers-deportation.html,NYT,Politics; U.S.,2026-04-29,Miriam Jordan,Haitians played a pivotal role in revitalizing the once struggling Ohio city. The end of Temporary Protected Status could be a setback.,56.9,"{""cross_section"": 3, ""keyword"": 11.899999999999999, ""opinion"": 0, ""recency"": 14, ""section"": 22, ""source_differentiation"": 6}",Politics / U.S.,Read deeply,False,Politics / U.S. cap
